time,soft_flux,hard_flux
2026-06-24 15:45:04,22.0,218.0
2026-06-24 15:45:20,13.0,148.0
2026-06-24 15:45:28,14.0,124.0
2026-06-24 15:45:36,9.0,139.0
2026-06-24 15:45:44,20.0,178.0
2026-06-24 15:45:52,19.0,163.0
2026-06-24 15:46:00,16.0,162.0
2026-06-24 15:46:07,10.0,178.0
2026-06-24 15:46:24,14.0,306.0
2026-06-24 15:46:32,15.0,208.0
2026-06-24 15:46:48,13.0,7.0
2026-06-24 15:46:56,18.0,8.0
2026-06-24 15:47:03,17.0,209.0
2026-06-24 15:47:12,11.0,152.0
2026-06-24 15:47:27,6.0,7.0
2026-06-24 15:47:43,16.0,175.0
2026-06-24 15:47:51,9.0,230.0
2026-06-24 15:48:03,15.0,502.0
2026-06-24 15:48:07,21.0,20.0
2026-06-24 15:48:12,15.0,209.0
2026-06-24 15:48:19,19.0,185.0
2026-06-24 15:48:35,13.0,109.0
2026-06-24 15:48:43,13.0,159.0
2026-06-24 15:48:51,26.0,177.0
2026-06-24 15:48:59,9.0,164.0
2026-06-24 15:49:15,16.0,60.0
2026-06-24 15:49:23,14.0,53.0
2026-06-24 15:49:29,8.0,41.0
2026-06-24 15:49:30,13.0,142.0
2026-06-24 15:49:36,11.0,120.0
2026-06-24 15:49:51,14.0,164.0
2026-06-24 15:50:07,17.0,149.0
2026-06-24 15:50:15,11.0,61.0
2026-06-24 15:50:16,14.0,77.0
2026-06-24 15:50:23,17.0,142.0
2026-06-24 15:50:31,20.0,186.0
2026-06-24 15:50:46,22.0,148.0
2026-06-24 15:50:53,18.0,18.0
2026-06-24 15:50:54,15.0,259.0
2026-06-24 15:51:02,12.0,200.0
2026-06-24 15:51:10,12.0,7.0
2026-06-24 15:51:25,17.0,180.0
2026-06-24 15:51:33,15.0,81.0
2026-06-24 15:51:41,20.0,187.0
2026-06-24 15:51:49,14.0,125.0
2026-06-24 15:51:57,15.0,205.0
2026-06-24 15:52:05,23.0,170.0
2026-06-24 15:52:13,18.0,152.0
2026-06-24 15:52:21,14.0,216.0
2026-06-24 15:52:28,27.0,62.0
2026-06-24 15:52:30,10.0,140.0
2026-06-24 15:52:36,18.0,190.0
2026-06-24 15:52:52,15.0,60.0
2026-06-24 15:52:53,18.0,86.0
2026-06-24 15:52:58,26.0,145.0
2026-06-24 15:53:00,24.0,124.0
2026-06-24 15:53:06,16.0,238.0
2026-06-24 15:53:14,10.0,174.0
2026-06-24 15:53:38,14.0,110.0
2026-06-24 15:54:00,11.0,91.0
2026-06-24 15:54:08,21.0,200.0
2026-06-24 15:54:16,16.0,168.0
2026-06-24 15:54:24,11.0,146.0
2026-06-24 15:54:32,23.0,119.0
2026-06-24 15:54:48,14.0,216.0
2026-06-24 15:54:56,17.0,155.0
2026-06-24 15:55:04,16.0,226.0
2026-06-24 15:55:06,24.0,23.0
2026-06-24 15:55:11,22.0,164.0
2026-06-24 15:55:16,20.0,9.0
2026-06-24 15:55:22,17.0,44.0
2026-06-24 15:55:24,12.0,239.0
2026-06-24 15:55:31,24.0,164.0
2026-06-24 15:55:39,22.0,179.0
2026-06-24 15:55:47,13.0,141.0
2026-06-24 15:55:55,21.0,145.0
2026-06-24 15:56:03,18.0,8.0
2026-06-24 15:56:11,22.0,201.0
2026-06-24 15:56:27,21.0,189.0
2026-06-24 15:56:43,21.0,227.0
2026-06-24 15:56:49,15.0,84.0
2026-06-24 15:56:50,14.0,188.0
2026-06-24 15:56:57,22.0,8.0
2026-06-24 15:57:05,21.0,197.0
2026-06-24 15:57:21,20.0,79.0
2026-06-24 15:57:28,17.0,8.0
2026-06-24 15:57:35,14.0,212.0
2026-06-24 15:57:44,23.0,167.0
2026-06-24 15:57:52,18.0,203.0
2026-06-24 15:58:00,20.0,7.0
2026-06-24 15:58:09,22.0,102.0
2026-06-24 15:58:16,14.0,47.0
2026-06-24 15:58:23,20.0,202.0
2026-06-24 15:58:32,20.0,171.0
2026-06-24 15:58:46,17.0,284.0
2026-06-24 15:58:54,16.0,262.0
2026-06-24 15:59:02,17.0,138.0
2026-06-24 15:59:05,16.0,9.0
2026-06-24 15:59:07,20.0,12.0
2026-06-24 15:59:16,18.0,209.0
2026-06-24 15:59:22,24.0,52.0
2026-06-24 15:59:31,20.0,166.0
2026-06-24 15:59:47,13.0,199.0
2026-06-24 16:00:02,22.0,174.0
2026-06-24 16:00:19,18.0,247.0
2026-06-24 16:00:27,21.0,205.0
2026-06-24 16:00:34,13.0,191.0
2026-06-24 16:00:43,22.0,144.0
2026-06-24 16:00:58,16.0,98.0
2026-06-24 16:01:06,19.0,197.0
2026-06-24 16:01:14,14.0,261.0
2026-06-24 16:01:21,19.0,204.0
2026-06-24 16:01:30,22.0,229.0
2026-06-24 16:01:54,10.0,164.0
2026-06-24 16:02:01,24.0,159.0
2026-06-24 16:02:10,18.0,178.0
2026-06-24 16:02:16,18.0,62.0
2026-06-24 16:02:25,14.0,8.0
2026-06-24 16:02:33,21.0,195.0
2026-06-24 16:02:49,17.0,105.0
2026-06-24 16:02:56,16.0,8.0
2026-06-24 16:03:04,25.0,120.0
2026-06-24 16:03:06,17.0,42.0
2026-06-24 16:03:11,17.0,77.0
2026-06-24 16:03:13,24.0,140.0
2026-06-24 16:03:27,20.0,97.0
2026-06-24 16:03:42,16.0,166.0
2026-06-24 16:03:50,15.0,228.0
2026-06-24 16:03:58,18.0,145.0
2026-06-24 16:04:06,17.0,48.0
2026-06-24 16:04:07,18.0,93.0
2026-06-24 16:04:20,17.0,61.0
2026-06-24 16:04:29,18.0,167.0
2026-06-24 16:04:37,15.0,135.0
2026-06-24 16:04:45,15.0,230.0
2026-06-24 16:04:53,26.0,297.0
2026-06-24 16:05:00,11.0,216.0
2026-06-24 16:05:08,21.0,153.0
2026-06-24 16:05:16,13.0,109.0
2026-06-24 16:05:18,24.0,95.0
2026-06-24 16:05:24,22.0,132.0
2026-06-24 16:05:31,17.0,8.0
2026-06-24 16:05:46,16.0,152.0
2026-06-24 16:05:54,15.0,176.0
2026-06-24 16:06:02,20.0,153.0
2026-06-24 16:06:10,22.0,142.0
2026-06-24 16:06:19,28.0,188.0
2026-06-24 16:06:26,17.0,148.0
2026-06-24 16:06:28,13.0,92.0
2026-06-24 16:06:48,19.0,138.0
2026-06-24 16:06:54,15.0,62.0
2026-06-24 16:06:56,17.0,123.0
2026-06-24 16:07:04,18.0,87.0
2026-06-24 16:07:11,23.0,108.0
2026-06-24 16:07:16,13.0,135.0
2026-06-24 16:07:24,15.0,202.0
2026-06-24 16:07:33,21.0,108.0
2026-06-24 16:07:39,18.0,30.0
2026-06-24 16:07:40,15.0,157.0
2026-06-24 16:07:46,17.0,174.0
2026-06-24 16:07:53,15.0,237.0
2026-06-24 16:08:10,16.0,164.0
2026-06-24 16:08:18,25.0,222.0
2026-06-24 16:08:33,19.0,175.0
2026-06-24 16:08:50,19.0,197.0
2026-06-24 16:08:58,16.0,172.0
2026-06-24 16:09:05,17.0,123.0
2026-06-24 16:09:12,12.0,158.0
2026-06-24 16:09:14,13.0,15.0
2026-06-24 16:09:21,23.0,216.0
2026-06-24 16:09:28,14.0,52.0
2026-06-24 16:09:29,17.0,136.0
2026-06-24 16:09:34,28.0,16.0
2026-06-24 16:09:35,25.0,49.0
2026-06-24 16:09:42,34.0,139.0
2026-06-24 16:09:48,30.0,52.0
2026-06-24 16:09:49,25.0,174.0
2026-06-24 16:09:59,27.0,82.0
2026-06-24 16:10:05,26.0,89.0
2026-06-24 16:10:12,23.0,212.0
2026-06-24 16:10:18,21.0,141.0
2026-06-24 16:10:26,19.0,229.0
2026-06-24 16:11:05,25.0,65.0
2026-06-24 16:11:13,18.0,160.0
2026-06-24 16:11:22,27.0,15.0
2026-06-24 16:11:29,25.0,203.0
2026-06-24 16:11:37,25.0,52.0
2026-06-24 16:11:45,41.0,127.0
2026-06-24 16:11:47,26.0,93.0
2026-06-24 16:11:52,43.0,84.0
2026-06-24 16:12:00,40.0,191.0
2026-06-24 16:12:08,21.0,157.0
2026-06-24 16:12:16,26.0,35.0
2026-06-24 16:12:17,33.0,113.0
2026-06-24 16:12:23,26.0,101.0
2026-06-24 16:12:31,27.0,274.0
2026-06-24 16:12:39,30.0,17.0
2026-06-24 16:12:47,32.0,220.0
2026-06-24 16:12:55,22.0,12.0
2026-06-24 16:13:03,18.0,8.0
2026-06-24 16:13:11,29.0,211.0
2026-06-24 16:13:18,28.0,90.0
2026-06-24 16:13:27,26.0,181.0
2026-06-24 16:13:35,4.0,240.0
2026-06-24 16:13:43,16.0,189.0
2026-06-24 16:13:51,14.0,11.0
2026-06-24 16:13:52,18.0,61.0
2026-06-24 16:13:59,34.0,99.0
2026-06-24 16:14:06,37.0,236.0
2026-06-24 16:14:11,67.0,32.0
2026-06-24 16:14:13,70.0,103.0
2026-06-24 16:14:16,107.0,49.0
2026-06-24 16:14:17,76.0,118.0
2026-06-24 16:14:21,102.0,18.0
2026-06-24 16:14:22,120.0,143.0
2026-06-24 16:14:24,100.0,162.0
2026-06-24 16:14:26,96.0,132.0
2026-06-24 16:14:29,122.0,78.0
2026-06-24 16:14:35,121.0,187.0
2026-06-24 16:14:40,112.0,124.0
2026-06-24 16:14:47,91.0,121.0
2026-06-24 16:14:51,85.0,82.0
2026-06-24 16:14:54,98.0,45.0
2026-06-24 16:14:59,92.0,166.0
2026-06-24 16:15:04,113.0,154.0
2026-06-24 16:15:07,96.0,12.0
2026-06-24 16:15:09,108.0,119.0
2026-06-24 16:15:13,99.0,118.0
2026-06-24 16:15:19,91.0,118.0
2026-06-24 16:15:23,118.0,87.0
2026-06-24 16:15:28,85.0,170.0
2026-06-24 16:15:33,94.0,57.0
2026-06-24 16:15:34,82.0,95.0
2026-06-24 16:15:38,86.0,83.0
2026-06-24 16:15:45,92.0,138.0
2026-06-24 16:15:50,84.0,14.0
2026-06-24 16:15:51,83.0,93.0
2026-06-24 16:15:58,85.0,68.0
2026-06-24 16:15:59,94.0,110.0
2026-06-24 16:16:05,86.0,132.0
2026-06-24 16:16:08,75.0,211.0
2026-06-24 16:16:17,91.0,136.0
2026-06-24 16:16:23,81.0,101.0
2026-06-24 16:16:25,73.0,99.0
2026-06-24 16:16:30,80.0,207.0
2026-06-24 16:16:39,66.0,216.0
2026-06-24 16:16:47,57.0,61.0
2026-06-24 16:16:54,48.0,139.0
2026-06-24 16:17:03,51.0,194.0
2026-06-24 16:17:10,61.0,22.0
2026-06-24 16:17:18,43.0,130.0
2026-06-24 16:17:26,45.0,13.0
2026-06-24 16:17:34,48.0,20.0
2026-06-24 16:17:35,49.0,166.0
2026-06-24 16:17:42,39.0,12.0
2026-06-24 16:17:58,34.0,155.0
2026-06-24 16:18:06,32.0,157.0
2026-06-24 16:18:30,40.0,156.0
2026-06-24 16:18:38,31.0,168.0
2026-06-24 16:18:46,21.0,138.0
2026-06-24 16:18:51,25.0,7.0
2026-06-24 16:18:53,26.0,220.0
2026-06-24 16:18:59,26.0,157.0
2026-06-24 16:19:07,19.0,189.0
2026-06-24 16:19:31,26.0,221.0
2026-06-24 16:19:39,26.0,147.0
2026-06-24 16:19:47,28.0,133.0
2026-06-24 16:19:55,22.0,9.0
2026-06-24 16:20:02,25.0,13.0
2026-06-24 16:20:03,14.0,201.0
2026-06-24 16:20:11,31.0,221.0
2026-06-24 16:20:26,20.0,73.0
2026-06-24 16:20:34,23.0,91.0
2026-06-24 16:20:35,26.0,133.0
2026-06-24 16:20:41,15.0,187.0
2026-06-24 16:20:58,18.0,178.0
2026-06-24 16:21:06,20.0,67.0
2026-06-24 16:21:07,19.0,108.0
2026-06-24 16:21:21,17.0,164.0
2026-06-24 16:21:29,22.0,128.0
2026-06-24 16:21:37,14.0,206.0
2026-06-24 16:21:44,20.0,46.0
2026-06-24 16:21:45,18.0,158.0
2026-06-24 16:21:53,15.0,245.0
2026-06-24 16:22:02,16.0,54.0
2026-06-24 16:22:07,21.0,72.0
2026-06-24 16:22:08,19.0,133.0
2026-06-24 16:22:15,12.0,151.0
2026-06-24 16:22:31,15.0,48.0
2026-06-24 16:22:39,14.0,152.0
2026-06-24 16:22:47,23.0,224.0
2026-06-24 16:22:55,20.0,128.0
2026-06-24 16:23:03,19.0,196.0
2026-06-24 16:23:27,10.0,147.0
2026-06-24 16:23:35,17.0,214.0
2026-06-24 16:23:43,18.0,236.0
2026-06-24 16:23:53,19.0,165.0
2026-06-24 16:23:59,19.0,238.0
2026-06-24 16:24:20,14.0,220.0
2026-06-24 16:24:29,25.0,188.0
2026-06-24 16:24:44,19.0,210.0
2026-06-24 16:25:00,12.0,174.0
2026-06-24 16:25:08,13.0,123.0
2026-06-24 16:25:15,11.0,68.0
2026-06-24 16:25:16,16.0,181.0
2026-06-24 16:25:24,16.0,186.0
2026-06-24 16:25:40,18.0,198.0
2026-06-24 16:25:48,10.0,139.0
2026-06-24 16:26:19,15.0,312.0
2026-06-24 16:26:27,15.0,55.0
2026-06-24 16:26:41,13.0,233.0
2026-06-24 16:26:49,7.0,203.0
2026-06-24 16:26:57,15.0,123.0
2026-06-24 16:27:21,14.0,123.0
2026-06-24 16:27:37,17.0,45.0
2026-06-24 16:27:39,15.0,84.0
2026-06-24 16:27:45,14.0,63.0
2026-06-24 16:27:50,17.0,124.0
2026-06-24 16:28:07,15.0,44.0
2026-06-24 16:28:09,13.0,125.0
2026-06-24 16:28:15,13.0,34.0
2026-06-24 16:28:21,7.0,215.0
2026-06-24 16:28:37,17.0,143.0
2026-06-24 16:28:45,15.0,146.0
2026-06-24 16:29:03,11.0,180.0
2026-06-24 16:29:08,11.0,178.0
2026-06-24 16:29:15,15.0,140.0
2026-06-24 16:29:21,13.0,103.0
2026-06-24 16:29:23,17.0,156.0
2026-06-24 16:29:29,16.0,147.0
2026-06-24 16:29:37,20.0,222.0
2026-06-24 16:29:45,13.0,244.0
2026-06-24 16:29:53,13.0,122.0
2026-06-24 16:30:08,11.0,123.0
2026-06-24 16:30:16,17.0,131.0
2026-06-24 16:30:23,11.0,169.0
2026-06-24 16:30:40,14.0,172.0
2026-06-24 16:30:47,10.0,146.0
2026-06-24 16:31:03,13.0,126.0
2026-06-24 16:31:12,15.0,241.0
2026-06-24 16:31:20,14.0,244.0
2026-06-24 16:31:27,14.0,159.0
2026-06-24 16:31:36,14.0,185.0
2026-06-24 16:31:42,17.0,64.0
2026-06-24 16:31:50,13.0,120.0
2026-06-24 16:31:59,9.0,199.0
2026-06-24 16:32:07,14.0,232.0
2026-06-24 16:32:23,19.0,202.0
2026-06-24 16:32:39,14.0,257.0
2026-06-24 16:32:47,4.0,159.0
2026-06-24 16:32:54,12.0,237.0
2026-06-24 16:33:03,14.0,153.0
2026-06-24 16:33:18,10.0,96.0
2026-06-24 16:33:27,16.0,96.0
2026-06-24 16:33:34,16.0,189.0
2026-06-24 16:33:42,12.0,216.0
2026-06-24 16:33:50,11.0,182.0
2026-06-24 16:33:58,11.0,181.0
2026-06-24 16:34:06,14.0,7.0
2026-06-24 16:34:13,21.0,230.0
2026-06-24 16:34:30,11.0,210.0
2026-06-24 16:34:38,13.0,196.0
2026-06-24 16:34:45,13.0,256.0
2026-06-24 16:35:18,14.0,131.0
2026-06-24 16:35:34,13.0,192.0
2026-06-24 16:35:58,17.0,230.0
2026-06-24 16:36:06,17.0,177.0
2026-06-24 16:36:22,15.0,271.0
2026-06-24 16:36:30,10.0,145.0
2026-06-24 16:36:38,10.0,193.0
2026-06-24 16:36:46,20.0,176.0
2026-06-24 16:36:55,12.0,226.0
2026-06-24 16:37:02,9.0,17.0
2026-06-24 16:37:41,11.0,151.0
2026-06-24 16:37:49,14.0,212.0
2026-06-24 16:37:57,12.0,208.0
2026-06-24 16:38:05,19.0,200.0
2026-06-24 16:38:13,11.0,246.0
2026-06-24 16:38:20,19.0,156.0
2026-06-24 16:38:29,15.0,56.0
2026-06-24 16:38:30,16.0,152.0
2026-06-24 16:38:35,11.0,147.0
2026-06-24 16:38:44,7.0,180.0
2026-06-24 16:38:59,17.0,146.0
2026-06-24 16:39:07,18.0,209.0
2026-06-24 16:39:15,13.0,175.0
2026-06-24 16:39:24,12.0,134.0
2026-06-24 16:39:31,13.0,199.0
2026-06-24 16:39:38,10.0,217.0
2026-06-24 16:39:51,14.0,111.0
2026-06-24 16:39:58,9.0,61.0
2026-06-24 16:40:01,18.0,169.0
2026-06-24 16:40:10,17.0,198.0
2026-06-24 16:40:26,11.0,11.0
2026-06-24 16:40:34,20.0,35.0
2026-06-24 16:40:48,14.0,159.0
2026-06-24 16:41:03,10.0,123.0
2026-06-24 16:41:33,17.0,184.0
2026-06-24 16:41:48,15.0,206.0
2026-06-24 16:41:56,11.0,144.0
2026-06-24 16:42:05,11.0,68.0
2026-06-24 16:42:10,19.0,110.0
2026-06-24 16:42:12,21.0,153.0
2026-06-24 16:42:19,14.0,59.0
2026-06-24 16:42:20,14.0,137.0
2026-06-24 16:42:27,17.0,261.0
2026-06-24 16:42:35,10.0,7.0
2026-06-24 16:42:42,20.0,287.0
2026-06-24 16:42:50,6.0,12.0
2026-06-24 16:42:58,20.0,8.0
2026-06-24 16:42:59,13.0,165.0
2026-06-24 16:43:06,24.0,22.0
2026-06-24 16:43:21,21.0,174.0
2026-06-24 16:43:37,15.0,250.0
2026-06-24 16:43:45,14.0,148.0
2026-06-24 16:43:53,24.0,170.0
2026-06-24 16:44:01,18.0,167.0
2026-06-24 16:44:16,20.0,132.0
2026-06-24 16:44:25,19.0,171.0
2026-06-24 16:44:41,22.0,158.0
2026-06-24 16:44:48,17.0,91.0
2026-06-24 16:44:49,16.0,191.0
2026-06-24 16:44:56,13.0,125.0
2026-06-24 16:45:11,27.0,209.0
2026-06-24 16:45:20,25.0,148.0
2026-06-24 16:45:28,20.0,163.0
2026-06-24 16:45:44,19.0,230.0
2026-06-24 16:45:52,20.0,168.0
2026-06-24 16:46:00,18.0,175.0
2026-06-24 16:46:07,15.0,7.0
2026-06-24 16:46:16,7.0,123.0
2026-06-24 16:46:32,21.0,150.0
2026-06-24 16:46:40,16.0,8.0
2026-06-24 16:46:48,15.0,148.0
2026-06-24 16:47:04,15.0,237.0
2026-06-24 16:47:12,22.0,178.0
2026-06-24 16:47:21,17.0,184.0
2026-06-24 16:47:27,19.0,128.0
2026-06-24 16:47:35,13.0,226.0
2026-06-24 16:47:43,24.0,166.0
2026-06-24 16:47:51,13.0,143.0
2026-06-24 16:47:59,18.0,139.0
2026-06-24 16:48:07,27.0,8.0
2026-06-24 16:48:14,24.0,144.0
2026-06-24 16:48:31,21.0,286.0
2026-06-24 16:48:39,21.0,157.0
2026-06-24 16:48:54,22.0,164.0
2026-06-24 16:49:03,18.0,153.0
2026-06-24 16:49:11,23.0,209.0
2026-06-24 16:49:18,23.0,158.0
2026-06-24 16:49:27,25.0,7.0
2026-06-24 16:49:34,19.0,178.0
2026-06-24 16:49:51,19.0,7.0
2026-06-24 16:49:58,18.0,181.0
2026-06-24 16:50:07,25.0,188.0
2026-06-24 16:50:22,16.0,119.0
2026-06-24 16:50:24,18.0,82.0
2026-06-24 16:50:30,24.0,86.0
2026-06-24 16:50:38,18.0,137.0
2026-06-24 16:50:46,29.0,172.0
2026-06-24 16:50:54,16.0,131.0
2026-06-24 16:51:02,29.0,289.0
2026-06-24 16:51:09,12.0,168.0
2026-06-24 16:51:16,15.0,165.0
2026-06-24 16:51:24,17.0,213.0
2026-06-24 16:51:32,19.0,161.0
2026-06-24 16:51:41,20.0,101.0
2026-06-24 16:51:52,17.0,219.0
2026-06-24 16:51:55,19.0,99.0
2026-06-24 16:52:00,18.0,169.0
2026-06-24 16:52:09,20.0,235.0
2026-06-24 16:52:15,16.0,7.0
2026-06-24 16:52:16,17.0,14.0
2026-06-24 16:52:22,23.0,126.0
2026-06-24 16:52:30,19.0,144.0
2026-06-24 16:52:46,19.0,232.0
2026-06-24 16:52:55,11.0,253.0
2026-06-24 16:53:08,16.0,176.0
2026-06-24 16:53:24,18.0,152.0
2026-06-24 16:53:48,16.0,201.0
2026-06-24 16:53:56,15.0,158.0
2026-06-24 16:54:12,23.0,127.0
2026-06-24 16:54:28,20.0,256.0
2026-06-24 16:54:35,17.0,216.0
2026-06-24 16:54:44,18.0,184.0
2026-06-24 16:54:59,16.0,200.0
2026-06-24 16:55:08,13.0,84.0
2026-06-24 16:55:14,15.0,10.0
2026-06-24 16:55:22,13.0,174.0
2026-06-24 16:55:32,15.0,52.0
2026-06-24 16:55:38,20.0,80.0
2026-06-24 16:55:44,19.0,178.0
2026-06-24 16:55:51,23.0,120.0
2026-06-24 16:56:00,14.0,152.0
2026-06-24 16:56:08,26.0,170.0
2026-06-24 16:56:16,17.0,179.0
2026-06-24 16:56:39,18.0,199.0
2026-06-24 16:56:55,16.0,204.0
2026-06-24 16:57:02,22.0,202.0
2026-06-24 16:57:08,23.0,141.0
2026-06-24 16:57:10,18.0,7.0
2026-06-24 16:57:16,16.0,168.0
2026-06-24 16:57:23,16.0,216.0
2026-06-24 16:57:32,21.0,295.0
2026-06-24 16:57:40,16.0,256.0
2026-06-24 16:57:47,8.0,155.0
2026-06-24 16:57:56,17.0,222.0
2026-06-24 16:58:03,15.0,147.0
2026-06-24 16:58:11,24.0,173.0
2026-06-24 16:58:20,18.0,146.0
2026-06-24 16:58:27,13.0,197.0
2026-06-24 16:58:35,16.0,67.0
2026-06-24 16:58:44,17.0,97.0
2026-06-24 16:58:50,23.0,38.0
2026-06-24 16:58:58,18.0,267.0
2026-06-24 16:59:05,20.0,149.0
2026-06-24 16:59:13,12.0,170.0
2026-06-24 16:59:22,15.0,146.0
2026-06-24 16:59:29,14.0,218.0
2026-06-24 16:59:38,16.0,164.0
2026-06-24 16:59:46,17.0,224.0
2026-06-24 16:59:53,17.0,227.0
2026-06-24 17:00:02,10.0,143.0
2026-06-24 17:00:26,15.0,211.0
2026-06-24 17:00:33,12.0,116.0
2026-06-24 17:00:40,22.0,77.0
2026-06-24 17:00:49,9.0,192.0
2026-06-24 17:00:56,12.0,283.0
2026-06-24 17:01:05,10.0,140.0
2026-06-24 17:01:12,19.0,278.0
2026-06-24 17:01:27,9.0,107.0
2026-06-24 17:01:43,18.0,171.0
2026-06-24 17:01:52,7.0,157.0
2026-06-24 17:02:00,13.0,221.0
2026-06-24 17:02:08,15.0,196.0
2026-06-24 17:02:23,12.0,233.0
2026-06-24 17:02:30,9.0,150.0
2026-06-24 17:02:37,16.0,207.0
2026-06-24 17:02:45,17.0,227.0
2026-06-24 17:03:01,21.0,197.0
2026-06-24 17:03:09,16.0,138.0
2026-06-24 17:03:25,11.0,127.0
2026-06-24 17:03:27,12.0,18.0
2026-06-24 17:03:30,14.0,37.0
2026-06-24 17:03:38,14.0,138.0
2026-06-24 17:04:09,17.0,228.0
2026-06-24 17:04:18,13.0,172.0
2026-06-24 17:04:24,12.0,209.0
2026-06-24 17:04:32,12.0,239.0
2026-06-24 17:04:41,20.0,73.0
2026-06-24 17:04:48,17.0,52.0
2026-06-24 17:04:54,9.0,160.0
2026-06-24 17:05:17,16.0,141.0
2026-06-24 17:05:26,12.0,193.0
2026-06-24 17:05:34,11.0,143.0
2026-06-24 17:05:58,14.0,163.0
2026-06-24 17:06:09,13.0,45.0
2026-06-24 17:06:12,8.0,85.0
2026-06-24 17:06:14,8.0,61.0
2026-06-24 17:06:20,18.0,148.0
2026-06-24 17:06:28,11.0,244.0
2026-06-24 17:06:36,11.0,176.0
2026-06-24 17:06:43,10.0,162.0
2026-06-24 17:06:52,9.0,177.0
2026-06-24 17:07:24,14.0,167.0
2026-06-24 17:07:32,14.0,220.0
2026-06-24 17:07:40,11.0,182.0
2026-06-24 17:07:42,11.0,24.0
2026-06-24 17:07:46,20.0,51.0
2026-06-24 17:07:47,16.0,214.0
2026-06-24 17:08:18,17.0,246.0
2026-06-24 17:08:42,7.0,189.0
2026-06-24 17:08:50,22.0,171.0
2026-06-24 17:08:58,13.0,175.0
2026-06-24 17:09:06,19.0,169.0
2026-06-24 17:09:30,19.0,255.0
2026-06-24 17:09:38,10.0,193.0
2026-06-24 17:09:45,13.0,123.0
2026-06-24 17:09:53,11.0,140.0
2026-06-24 17:10:01,4.0,78.0
2026-06-24 17:10:03,11.0,483.0
2026-06-24 17:10:09,13.0,13.0
2026-06-24 17:10:11,12.0,159.0
2026-06-24 17:10:19,13.0,142.0
2026-06-24 17:10:26,13.0,178.0
2026-06-24 17:10:34,14.0,212.0
2026-06-24 17:10:43,14.0,208.0
2026-06-24 17:10:50,11.0,220.0
2026-06-24 17:10:57,15.0,184.0
2026-06-24 17:11:14,16.0,194.0
2026-06-24 17:11:22,16.0,302.0
2026-06-24 17:11:29,9.0,115.0
2026-06-24 17:11:52,4.0,128.0
2026-06-24 17:12:00,10.0,170.0
2026-06-24 17:12:08,9.0,168.0
2026-06-24 17:12:16,12.0,170.0
2026-06-24 17:12:24,11.0,132.0
2026-06-24 17:12:32,14.0,184.0
2026-06-24 17:12:40,8.0,190.0
2026-06-24 17:12:56,14.0,185.0
2026-06-24 17:13:03,6.0,131.0
2026-06-24 17:13:20,13.0,186.0
2026-06-24 17:13:26,11.0,228.0
2026-06-24 17:13:35,11.0,148.0
2026-06-24 17:13:43,9.0,128.0
2026-06-24 17:13:59,9.0,119.0
2026-06-24 17:14:06,7.0,62.0
2026-06-24 17:14:14,8.0,184.0
2026-06-24 17:14:22,19.0,150.0
2026-06-24 17:14:30,15.0,7.0
2026-06-24 17:14:38,7.0,220.0
2026-06-24 17:14:46,19.0,192.0
2026-06-24 17:15:03,10.0,69.0
2026-06-24 17:15:17,13.0,58.0
2026-06-24 17:15:25,11.0,165.0
2026-06-24 17:15:33,16.0,206.0
2026-06-24 17:15:50,9.0,39.0
2026-06-24 17:15:56,9.0,181.0
2026-06-24 17:16:00,16.0,115.0
2026-06-24 17:16:02,10.0,14.0
2026-06-24 17:16:08,14.0,187.0
2026-06-24 17:16:16,5.0,212.0
2026-06-24 17:16:40,13.0,211.0
2026-06-24 17:16:48,12.0,231.0
2026-06-24 17:16:56,14.0,201.0
2026-06-24 17:17:04,15.0,95.0
2026-06-24 17:17:08,13.0,194.0
2026-06-24 17:17:12,14.0,137.0
2026-06-24 17:17:31,9.0,227.0
2026-06-24 17:17:39,9.0,169.0
2026-06-24 17:17:48,14.0,88.0
2026-06-24 17:17:50,12.0,55.0
2026-06-24 17:17:53,7.0,188.0
2026-06-24 17:17:55,14.0,139.0
2026-06-24 17:18:01,7.0,198.0
2026-06-24 17:18:16,16.0,54.0
2026-06-24 17:18:17,15.0,126.0
2026-06-24 17:18:24,8.0,143.0
2026-06-24 17:18:40,12.0,165.0
2026-06-24 17:18:48,9.0,192.0
2026-06-24 17:18:56,10.0,174.0
2026-06-24 17:19:04,6.0,174.0
2026-06-24 17:19:28,8.0,174.0
2026-06-24 17:19:42,9.0,251.0
2026-06-24 17:19:44,14.0,20.0
2026-06-24 17:19:50,11.0,133.0
2026-06-24 17:19:59,17.0,190.0
2026-06-24 17:20:14,11.0,177.0
2026-06-24 17:20:23,12.0,167.0
2026-06-24 17:20:30,11.0,132.0
2026-06-24 17:20:46,12.0,267.0
2026-06-24 17:20:54,9.0,137.0
2026-06-24 17:21:03,16.0,220.0
2026-06-24 17:21:10,12.0,138.0
2026-06-24 17:21:19,14.0,142.0
2026-06-24 17:21:25,8.0,195.0
2026-06-24 17:21:34,10.0,153.0
2026-06-24 17:21:42,15.0,7.0
2026-06-24 17:21:55,6.0,10.0
2026-06-24 17:21:57,15.0,191.0
2026-06-24 17:22:04,5.0,133.0
2026-06-24 17:22:10,12.0,41.0
2026-06-24 17:22:11,10.0,219.0
2026-06-24 17:22:25,6.0,152.0
2026-06-24 17:22:34,8.0,150.0
2026-06-24 17:22:42,11.0,235.0
